,document_id,pr_number,status,message
491,TD20120810,RFQ20102276,Failed,PR Object not found
492,TD2012082,RQ20111789,Failed,PR Object not found
493,TD20120825,,Success,Success
494,TD20120831,,Success,Success
495,TD20120842,,Success,Success
496,TD20120844,,Success,Success
497,TD2012087,,Success,Success
498,TD20120872,,Success,Success
499,TD20120876,RQ20111789,Failed,PR Object not found
500,TD20120879,,Success,Success
501,TD2012088,,Success,Success
502,TD20120881,,Success,Success
503,TD20120887,,Success,Success
504,TD20120888,,Success,Success
505,TD20120892,RFQ20101293,Failed,PR Object not found
506,TD20120899,,Success,Success
507,TD20120923,,Success,Success
508,TD20120934,,Success,Success
509,TD20120936,RFQ20102258,Failed,PR Object not found
510,TD20120937,,Success,Success
511,TD20120946,RFQ20102258,Failed,PR Object not found
512,TD2012096,rfq20102258,Failed,PR Object not found
513,TD20120968,,Success,Success
514,TD20120969,,Success,Success
515,TD20120970,,Success,Success
516,TD20121012,,Success,Success
517,TD20121089,,Success,Success
518,TD20121096,,Success,Success
519,TD20121429,,Success,Success
520,TD20121473,,Success,Success
521,TD20121474,,Success,Success
522,TD20121475,RQ2011275,Failed,PR Object not found
523,TD20121476,,Success,Success
524,TD20121521,,Success,Success
525,TD20121529,,Success,Success
526,TD20121546,RFQ20112325,Failed,PR Object not found
527,TD20121553,,Success,Success
528,TD20121556,,Success,Success
529,TD20121566,,Success,Success
530,TD20121574,,Success,Success
531,TD20121575,,Success,Success
532,TD20121576,,Success,Success
533,TD2012158,,Success,Success
534,TD20121586,RFQ20111929,Failed,PR Object not found
535,TD20121615,RFQ20112617,Failed,PR Object not found
536,TD20121663,,Success,Success
537,TD20121667,,Success,Success
538,TD20121668,,Success,Success
539,TD20121694,,Success,Success
540,TD2012171,,Success,Success
541,TD20121717,RFQ20111796,Failed,PR Object not found
542,TD20121735,,Success,Success
543,TD20121766,,Success,Success
544,TD20121794,,Success,Success
545,TD20122820,,Success,Success
546,TD20122867,,Success,Success
547,TD20122929,,Success,Success
548,TD20122948,,Success,Success
549,TD2012297,,Success,Success
550,TD20122975,,Success,Success
551,TD20122976,,Success,Success
552,TD2012298,,Success,Success
553,TD20123128,RFQ20111789,Failed,PR Object not found
554,TD2012313,,Success,Success
555,TD20123156,,Success,Success
556,TD20123183,RFQ20111789,Failed,PR Object not found
557,TD21010414,,Success,Success
558,TD21010440,,Success,Success
559,TD21010469,,Success,Success
560,TD2101047,,Success,Success
561,TD21010470,,Success,Success
562,TD21010496,,Success,Success
563,TD2101061,RQ20121742,Failed,PR Object not found
564,TD21010636,,Success,Success
565,TD21010642,RQ20121742,Failed,PR Object not found
566,TD21010655,RQ20121742,Failed,PR Object not found
567,TD21010657,RQ20121742,Failed,PR Object not found
568,TD21010689,RQ20121742,Failed,PR Object not found
569,TD2101073,,Success,Success
570,TD21010737,,Success,Success
571,TD21010757,RQ20122015,Failed,PR Object not found
572,TD21010769,,Success,Success
573,TD2101077,RQ20122015,Failed,PR Object not found
574,TD21010787,,Success,Success
575,TD21011232,,Success,Success
576,TD21011262,,Success,Success
577,TD21011269,,Success,Success
578,TD21012648,,Success,Success
579,TD21012667,,Success,Success
580,TD21031958,,Success,Success
581,TD21031965,,Success,Success
582,TD21032271,,Success,Success
583,TD21032437,,Success,Success
584,TD21032456,,Success,Success
585,TD21032477,,Success,Success
586,TD21032557,,Success,Success
587,TD21032560,,Success,Success
588,TD2103258,,Success,Success
589,TD21032587,,Success,Success
590,TD21032923,,Success,Success
591,TD21032941,,Success,Success
592,TD21033082,,Success,Success
593,TD21033138,,Success,Success
594,TD21040117,,Success,Success
595,TD21040131,RQ2103151,Failed,PR Object not found
596,TD21040615,,Success,Success
597,TD2104078,,Success,Success
598,TD21041242,,Success,Success
599,TD21041256,,Success,Success
600,TD21041257,,Success,Success
601,TD21041265,,Success,Success
602,TD21041277,RQ21031830,Failed,PR Object not found
603,TD21041296,,Success,Success
604,TD21041329,,Success,Success
605,TD21041330,,Success,Success
606,TD21041333,RQ21030481,Failed,PR Object not found
607,TD21041337,,Success,Success
608,TD21041338,,Success,Success
609,TD2104134,RQ21030481,Failed,PR Object not found
610,TD21041344,,Success,Success
611,TD21041345,,Success,Success
612,TD21041351,,Success,Success
613,TD21041373,RQ21031142,Failed,PR Object not found
614,TD21041375,,Success,Success
615,TD21041376,,Success,Success
616,TD21041377,,Success,Success
617,TD21041382,RQ21030481,Failed,PR Object not found
618,TD21041389,,Success,Success
619,TD21041628,,Success,Success
620,TD21041640,,Success,Success
621,TD21041657,,Success,Success
622,TD21041666,,Success,Success
623,TD21041670,,Success,Success
624,TD21041692,,Success,Success
625,TD21041698,,Success,Success
626,TD21042237,,Success,Success
627,TD21042244,,Success,Success
628,TD21042256,,Success,Success
629,TD21042265,,Success,Success
630,TD21042269,,Success,Success
631,TD21042280,,Success,Success
632,TD21042323,,Success,Success
633,TD21042383,,Success,Success
634,TD21042392,,Success,Success
635,TD2104266,,Success,Success
636,TD21042690,,Success,Success
637,TD21050336,,Success,Success
638,TD21050345,,Success,Success
639,TD21050363,RQ21042076,Failed,PR Object not found
640,TD21050453,,Success,Success
641,TD21050495,,Success,Success
642,TD21050512,,Success,Success
643,TD21051058,,Success,Success
644,TD21051084,,Success,Success
645,TD21051087,,Success,Success
646,TD21051097,,Success,Success
647,TD21051098,,Success,Success
648,TD21051138,,Success,Success
649,TD21051160,,Success,Success
650,TD21051199,,Success,Success
651,TD2105123,,Success,Success
652,TD21051253,,Success,Success
653,TD21051273,,Success,Success
654,TD21051278,,Success,Success
655,TD21051288,,Success,Success
656,TD21051378,,Success,Success
657,TD21051384,,Success,Success
658,TD21051960,,Success,Success
659,TD21052022,RQ21040724,Failed,PR Object not found
660,TD21052069,,Success,Success
661,TD21052083,RQ2105111,Failed,PR Object not found
662,TD21052087,RQ2105111,Failed,PR Object not found
663,TD21052089,,Success,Success
664,TD21052091,RQ21040724,Failed,PR Object not found
665,TD21052113,,Success,Success
666,TD21052492,,Success,Success
667,TD21052660,,Success,Success
668,TD21052670,,Success,Success
669,TD2105272,,Success,Success
670,TD21052749,RQ21051763,Failed,PR Object not found
671,TD21052819,,Success,Success
672,TD21052841,,Success,Success
673,TD21052892,,Success,Success
674,TD21053135,,Success,Success
675,TD21053169,,Success,Success
676,TD21060242,,Success,Success
677,TD21060310,,Success,Success
678,TD21060327,,Success,Success
679,TD21060384,,Success,Success
680,TD21060386,,Success,Success
681,TD21060741,,Success,Success
682,TD21060833,,Success,Success
683,TD21060921,,Success,Success
684,TD21060986,,Success,Success
685,TD21061014,,Success,Success
686,TD2106103,,Success,Success
687,TD21061037,,Success,Success
688,TD21061059,,Success,Success
689,TD21061185,,Success,Success
690,TD21061450,,Success,Success
691,TD21061614,,Success,Success
692,TD21061634,RQ21041377,Failed,PR Object not found
693,TD21061677,,Success,Success
694,TD21061720,,Success,Success
695,TD21061733,,Success,Success
696,TD21061749,,Success,Success
697,TD21061750,,Success,Success
698,TD21061815,,Success,Success
699,TD21061824,,Success,Success
700,TD21061832,,Success,Success
701,TD21061842,,Success,Success
702,TD21061846,,Success,Success
703,TD21061867,,Success,Success
704,TD21061876,,Success,Success
705,TD21061887,,Success,Success
706,TD21061889,,Success,Success
707,TD2106189,,Success,Success
708,TD21061890,,Success,Success
709,TD21062115,RQ21060328,Failed,PR Object not found
710,TD21062237,,Success,Success
711,TD21062266,,Success,Success
712,TD21062287,,Success,Success
713,TD21062424,,Success,Success
714,TD21062433,,Success,Success
715,TD21062473,,Success,Success
716,TD21062523,,Success,Success
717,TD21062537,,Success,Success
718,TD21062555,RQ21052651,Failed,PR Object not found
719,TD21062579,,Success,Success
720,TD2107154,,Success,Success
721,TD21071632,,Success,Success
722,TD21071658,,Success,Success
723,TD21072957,,Success,Success
724,TD21072986,RQ21040141,Failed,PR Object not found
725,TD2107301,,Success,Success
726,TD21073012,,Success,Success
727,TD21073053,,Success,Success
728,TD21073054,,Success,Success
729,TD21073055,,Success,Success
730,TD21073064,,Success,Success
731,TD2108066,,Success,Success
732,TD21081712,,Success,Success
733,TD21081882,,Success,Success
734,TD2108195,RQ21060287,Failed,PR Object not found
735,TD21081967,,Success,Success
736,TD21082041,,Success,Success
737,TD21082749,,Success,Success
738,TD21082753,RQ21062371,Failed,PR Object not found
739,TD21082772,,Success,Success
740,TD21082796,,Success,Success
741,TD21091539,,Success,Success
742,TD2109154,,Success,Success
743,TD21091649,RQ21060913,Failed,PR Object not found
744,TD21091677,,Success,Success
745,TD21091685,,Success,Success
746,TD21092775,,Success,Success
747,TD21092799,,Success,Success
748,TD21092857,,Success,Success
749,TD2109289,,Success,Success
750,TD21092919,,Success,Success
751,TD2109298,RQ21062117,Failed,PR Object not found
752,TD21092987,,Success,Success
753,TD21093042,,Success,Success
754,TD21093055,,Success,Success
755,TD21093061,,Success,Success
756,TD21093080,,Success,Success
757,TD21100442,,Success,Success
758,TD21100486,,Success,Success
759,TD21100498,,Success,Success
760,TD21100717,,Success,Success
761,TD21100739,,Success,Success
762,TD2110075,,Success,Success
763,TD21100772,,Success,Success
764,TD21100790,,Success,Success
765,TD21100811,,Success,Success
766,TD21100817,,Success,Success
767,TD21100885,RQ21032227,Failed,PR Object not found
768,TD21101930,,Success,Success
769,TD21102015,,Success,Success
770,TD21102139,,Success,Success
771,TD21102540,,Success,Success
772,TD21110980,12345674,Failed,PR Object not found
773,TD21111034,RQ21080464,Failed,PR Object not found
774,TD21111051,RQ21040724,Failed,PR Object not found
775,TD21111081,RQ21080464,Failed,PR Object not found
776,TD21111083,RQ21080464,Failed,PR Object not found
777,TD2111109,RQ21040724,Failed,PR Object not found
778,TD21111096,,Success,Success
779,TD21111112,,Success,Success
780,TD21111118,,Success,Success
781,TD21111120,,Success,Success
782,TD21111122,RQ2107297,Failed,PR Object not found
783,TD21111125,,Success,Success
784,TD21111144,,Success,Success
785,TD21111157,,Success,Success
786,TD21111160,,Success,Success
787,TD21111196,,Success,Success
788,TD21111592,,Success,Success
789,TD2111238,,Success,Success
790,TD21112611,,Success,Success
791,TD21112673,,Success,Success
792,TD21112927,,Success,Success
793,TD21112930,,Success,Success
794,TD21112996,,Success,Success
795,TD21120216,RQ21091728,Failed,PR Object not found
796,TD21120232,,Success,Success
797,TD21120275,,Success,Success
798,TD21120279,,Success,Success
799,TD21120284,,Success,Success
800,TD21120294,,Success,Success
801,TD2112032,,Success,Success
802,TD21120328,,Success,Success
803,TD21120347,,Success,Success
804,TD21120395,,Success,Success
805,TD21121030,21101349,Failed,PR Object not found
806,TD21121045,,Success,Success
807,TD21121047,,Success,Success
808,TD21121087,,Success,Success
809,TD21121533,,Success,Success
810,TD21121786,,Success,Success
811,TD21122961,,Success,Success
812,TD22011247,,Success,Success
813,TD22011257,,Success,Success
814,TD22011276,,Success,Success
815,TD22011277,,Success,Success
816,TD22011397,,Success,Success
817,TD22012025,,Success,Success
818,TD22012174,RQ21121459,Failed,PR Object not found
819,TD22012420,,Success,Success
820,TD22012469,RQ21121493,Failed,PR Object not found
821,TD22012499,,Success,Success
822,TD22012584,,Success,Success
823,TD22020199,,Success,Success
824,TD22021426,,Success,Success
825,TD22022233,,Success,Success
826,TD22022242,RQ22012182,Failed,PR Object not found
827,TD22022266,RQ22012569,Failed,PR Object not found
828,TD2202228,RQ22012182,Failed,PR Object not found
829,TD22022290,,Success,Success
830,TD2202232,,Success,Success
831,TD22022328,,Success,Success
832,TD22022371,RQ21092947,Failed,PR Object not found
833,TD22022386,,Success,Success
834,TD22022427,,Success,Success
835,TD22022429,,Success,Success
836,TD22022470,,Success,Success
837,TD22022587,,Success,Success
838,TD22030183,,Success,Success
839,TD22030327,,Success,Success
840,TD22030341,,Success,Success
841,TD22030731,,Success,Success
842,TD22030734,,Success,Success
843,TD22030745,,Success,Success
844,TD22030747,,Success,Success
845,TD22030841,,Success,Success
846,TD2203091,,Success,Success
847,TD22030911,,Success,Success
848,TD22030920,,Success,Success
849,TD22030934,,Success,Success
850,TD22030946,,Success,Success
851,TD22030948,,Success,Success
852,TD22030954,,Success,Success
853,TD22030989,,Success,Success
854,TD22030998,,Success,Success
855,TD22031076,,Success,Success
856,TD22031661,,Success,Success
857,TD22031672,,Success,Success
858,TD22032412,,Success,Success
859,TD22032423,,Success,Success
860,TD22032488,,Success,Success
861,TD22032583,,Success,Success
862,TD22032916,,Success,Success
863,TD22032933,,Success,Success
864,TD22033121,,Success,Success
865,TD22033128,,Success,Success
866,TD22033138,,Success,Success
867,TD22033186,,Success,Success
868,TD2204041,,Success,Success
869,TD2204042,,Success,Success
870,TD22040438,,Success,Success
871,TD22040550,,Success,Success
872,TD2204076,,Success,Success
873,TD22041120,,Success,Success
874,TD22041248,,Success,Success
875,TD22041279,,Success,Success
876,TD22041314,,Success,Success
877,TD22041336,RQ22022239,Failed,PR Object not found
878,TD22041910,,Success,Success
879,TD22041919,,Success,Success
880,TD22041998,,Success,Success
881,TD22042020,,Success,Success
882,TD22042027,,Success,Success
883,TD22042056,,Success,Success
884,TD22042094,,Success,Success
885,TD22042795,,Success,Success
886,TD22051118,,Success,Success
887,TD22051129,,Success,Success
888,TD22051187,,Success,Success
889,TD22051811,,Success,Success
890,TD2205191,,Success,Success
891,TD22051958,,Success,Success
892,TD22052414,,Success,Success
893,TD22052455,,Success,Success
894,TD22052490,,Success,Success
895,TD22053156,RQ21111640,Failed,PR Object not found
896,TD22053159,,Success,Success
897,TD22060177,,Success,Success
898,TD22060724,,Success,Success
899,TD22060742,,Success,Success
900,TD22060775,,Success,Success
901,TD22060823,,Success,Success
902,TD22060826,,Success,Success
903,TD22060988,RQ22021196,Failed,PR Object not found
904,TD22060993,,Success,Success
905,TD22061012,,Success,Success
906,TD22061064,,Success,Success
907,TD22061470,,Success,Success
908,TD22061753,,Success,Success
909,TD22061780,,Success,Success
910,TD22062731,RQ2202244,Failed,PR Object not found
911,TD2206277,RQ2202244,Failed,PR Object not found
912,TD22062788,RQ2202244,Failed,PR Object not found
913,TD22070452,RQ22061636,Failed,PR Object not found
914,TD22070494,,Success,Success
915,TD22070541,RQ22061636,Failed,PR Object not found
916,TD22070692,RQ22061636,Failed,PR Object not found
917,TD22070719,,Success,Success
918,TD22070760,,Success,Success
919,TD22071181,,Success,Success
920,TD22071199,,Success,Success
921,TD22071230,,Success,Success
922,TD22071422,,Success,Success
923,TD2207143,,Success,Success
924,TD22071436,,Success,Success
925,TD22072128,,Success,Success
926,TD2207213,,Success,Success
927,TD22072841,,Success,Success
928,TD22072875,,Success,Success
929,TD22072926,,Success,Success
930,TD22072933,,Success,Success
931,TD2207296,,Success,Success
932,TD22080170,,Success,Success
933,TD22080443,,Success,Success
934,TD22080470,,Success,Success
935,TD22080518,,Success,Success
936,TD22080532,,Success,Success
937,TD22080585,,Success,Success
938,TD22081117,,Success,Success
939,TD22081846,,Success,Success
940,TD22081866,,Success,Success
941,TD22081891,,Success,Success
942,TD22081897,,Success,Success
943,TD22082649,,Success,Success
944,TD22082934,,Success,Success
945,TD22082964,,Success,Success
946,TD22082976,,Success,Success
947,TD22090835,,Success,Success
948,TD2209084,,Success,Success
949,TD22090893,,Success,Success
950,TD22091425,,Success,Success
951,TD22091474,,Success,Success
952,TD22091544,,Success,Success
953,TD22092348,,Success,Success
954,TD22092369,,Success,Success
955,TD22092373,RQ22033084,Failed,PR Object not found
956,TD22101477,,Success,Success
957,TD22101848,,Success,Success
958,TD22101965,,Success,Success
959,TD22101977,,Success,Success
960,TD22101988,RQ22091565,Failed,PR Object not found
961,TD22102027,,Success,Success
962,TD22102039,,Success,Success
963,TD22102049,,Success,Success
964,TD22102051,,Success,Success
965,TD22102057,,Success,Success
966,TD22102060,,Success,Success
967,TD22102071,,Success,Success
968,TD22102075,,Success,Success
969,TD22102085,,Success,Success
970,TD22102088,,Success,Success
971,TD22102099,,Success,Success
972,TD22102527,,Success,Success
973,TD22102544,,Success,Success
974,TD22102554,,Success,Success
975,TD22102571,,Success,Success
976,TD22102587,,Success,Success
977,TD22110714,,Success,Success
978,TD22111016,,Success,Success
979,TD22111070,,Success,Success
980,TD22112130,,Success,Success
981,TD22112134,,Success,Success
982,TD22112144,RQ22101168,Failed,PR Object not found
983,TD22112177,,Success,Success
984,TD22112179,,Success,Success
985,TD22112824,,Success,Success
986,TD22112857,,Success,Success
987,TD22112912,,Success,Success
988,TD2211297,,Success,Success
989,TD22113067,,Success,Success
990,TD22113094,,Success,Success
991,TD22120566,,Success,Success
992,TD22121439,,Success,Success
993,TD22121459,,Success,Success
994,TD2212148,,Success,Success
995,TD22121913,RQ22112518,Failed,PR Object not found
996,TD22121929,,Success,Success
997,TD22122133,,Success,Success
998,TD23010480,RQ22110958,Failed,PR Object not found
999,TD23010484,,Success,Success
1000,TD23010935,,Success,Success
1001,TD23011020,,Success,Success
1002,TD23011033,,Success,Success
1003,TD23011059,22101143,Failed,PR Object not found
1004,TD23011089,,Success,Success
1005,TD23011866,,Success,Success
1006,TD23011877,,Success,Success
1007,TD23011913,,Success,Success
1008,TD23011923,PR10242538,Failed,PR Object not found
1009,TD23011991,,Success,Success
1010,TD23011992,,Success,Success
1011,TD23012025,,Success,Success
1012,TD23012026,,Success,Success
1013,TD23012062,,Success,Success
1014,TD2301209,,Success,Success
1015,TD23012414,22112975,Failed,"(1048, ""Column 'created_by_id' cannot be null"")"
1016,TD23012416,22112965,Failed,PR Object not found
1017,TD23012427,22112932,Failed,PR Object not found
1018,TD23012442,22112965,Failed,PR Object not found
1019,TD2301247,22112975,Failed,PR Object not found
1020,TD23012473,22112932,Failed,"(1048, ""Column 'created_by_id' cannot be null"")"
1021,TD23012547,22112965,Failed,"(1048, ""Column 'created_by_id' cannot be null"")"
1022,TD23012584,22112965,Failed,PR Object not found
1023,TD23013148,22112986,Failed,"(1048, ""Column 'created_by_id' cannot be null"")"
1024,TD23020647,2211297-,Failed,"(1048, ""Column 'created_by_id' cannot be null"")"
1025,TD2303061,,Success,Success
1026,TD23030630,23012030,Failed,PR Object not found
1027,TD23030640,23012030,Failed,PR Object not found
1028,TD23030666,,Success,Success
1029,TD23030712,,Success,Success
1030,TD23030717,,Success,Success
1031,TD2303082,23012030,Failed,PR Object not found
1032,TD23030872,,Success,Success
1033,TD23030873,,Success,Success
1034,TD23030891,23012030,Failed,PR Object not found
1035,TD23030912,,Success,Success
1036,TD23030939,,Success,Success
1037,TD23030946,,Success,Success
1038,TD23030954,,Success,Success
1039,TD23031043,,Success,Success
1040,TD23031310,10245360,Failed,PR Object not found
1041,TD23031450,PR10242536,Failed,PR Object not found
1042,TD23032350,23012559,Failed,PR Object not found
1043,TD23032859,23012559,Failed,PR Object not found
1044,TD23050416,,Success,Success
1045,TD23050418,,Success,Success
1046,TD23050425,,Success,Success
1047,TD23050470,,Success,Success
1048,TD23051762,,Success,Success
1049,TD23063096,,Success,Success
1050,TD23090877,23062880,Failed,PR Object not found
1051,TD23092812,,Success,Success
1052,TD23092854,,Success,Success
1053,TD23092898,,Success,Success
1054,TD23101382,,Success,Success
1055,TD2310312,,Success,Success
1056,TD23110956,,Success,Success
1057,TD23111323,,Success,Success
1058,TD23113066,,Success,Success
1059,TD23113072,,Success,Success
1060,TD23113096,,Success,Success
1061,TD24041946,,Success,Success
1062,TD24041956,,Success,Success
1063,TD24042217,,Success,Success
1064,TD2404227,,Success,Success
